NPRI ID,Facility name,Company name,Address,City,Province,Latitude,Longitude,Emissions,Units,Facility details,Facility information,Report year
2181,Nackawic Mill,Av Group NB Inc. - Nackawic Mill,,Nackawic,New Brunswick,46.0111,-67.2265,12.76,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092181&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2181,2021
2230,Suncor Energy Inc. Oil Sands,Suncor Energy Oil Sands Limited Partnership,,Fort McMurray,Alberta,57.0033,-111.4661,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092230&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2230,2021
2256,Tonolli Canada,Terrapure Br Ltd.,,Mississauga,Ontario,43.6022,-79.5811,74,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092256&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2256,2021
2274,Syncrude Canada Ltd,Syncrude Canada Ltd.,Highway 63 Highway North,Fort McMurray,Alberta,57.0405,-111.6192,56.52,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092274&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2274,2021
2284,Sundance Thermal Electric Power Generating Plant,TransAlta Generation Partnership,,Duffield,Alberta,53.5085,-114.5571,420.77,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092284&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2284,2021
2286,Keephills Thermal Electric Power Generating Plant,TransAlta Generation Partnership,,Duffield,Alberta,53.4487,-114.4491,8.95,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092286&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2286,2021
2372,Myra Falls Mine Ltd,Myra Falls Mine Ltd,,Campbell River,British Columbia,49.5772,-125.602,0.01,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092372&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2372,2021
2377,Neucel Specialty Cellulose (Sfo),Neucel Specialty Cellulose,300 Marine Drive,Port Alice,British Columbia,50.4325,-127.491,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092377&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2377,2021
2399,Roll Surface Technologies Inc.,Roll Surface Technologies Inc.,,Grimsby,Ontario,43.2081,-79.6064,0,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092399&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2399,2021
2406,Potash Corp - Allan Division,Potash Corporation of Saskatchewan Inc.,,Allan,Saskatchewan,51.9386,-106.084,0,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092406&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2406,2021
2502,Kruger Wayagamack Inc.,Kruger Wayagamack S.E.C.,,Trois-Rivières,Quebec,46.3583,-72.5185,9,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092502&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2502,2021
2537,"Clean Harbors Canada, Inc","Clean Harbors Canada, Inc.",,Corunna,Ontario,42.8804,-82.2971,2,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092537&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2537,2021
2544,Riverside Brass - Waterloo Street,Riverside Brass & Aluminum Foundry Ltd.,,New Hamburg,Ontario,43.3817,-80.7141,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092544&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2544,2021
2576,Dortec Industries (Newpark),Magna Closures Inc.,561 & 581 Newpark Boulevard,Newmarket,Ontario,44.038423,-79.447196,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092576&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2576,2021
2587,Usine Laurentide,Resolute FP Canada Inc. - Laurentide,100 1er Rue,Grand-Mère,Quebec,46.615,-72.6817,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092587&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2587,2021
2604,"Irving Pulp & Paper, Limited","Irving Pulp & Paper, Limited",,Saint John,New Brunswick,45.262,-66.0924,13.84,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092604&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2604,2021
2607,Av Terrace Bay,AV Terrace Bay Inc.,,Terrace Bay,Ontario,48.7965,-87.1039,29.76,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092607&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2607,2021
2710,Red Lake Operation,Evolution Mining Gold Operations Ltd.,,Balmertown,Ontario,50.967626,-93.917984,1.82,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092710&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2710,2021
2740,Evraz Inc Na Canada - Regina Facilities,Evraz Inc Na Canada,,Rm of Sherwood,Saskatchewan,50.5176,-104.6301,436.51,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092740&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2740,2021
2744,Dynacast,Dynacast Ltd (*),,Peterborough,Ontario,44.280284,-78.2954,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092744&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2744,2021
2762,Edson O.S.B.,Weyerhaeuser Company Limited,,Edson,Alberta,53.59306,-116.3903,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092762&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2762,2021
2776,Burnaby Refinery,Parkland Refining (B.C.) Ltd.,,Burnaby,British Columbia,49.28869,-123.00575,2.1,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092776&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2776,2021
2815,Kidd Metallurgical Site,Glencore,,Timmins/District of Cochrane,Ontario,48.5493,-81.078,126.5,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092815&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2815,2021
2852,Orica Brownsburg,Orica Canada Inc.,301 Hôtel de Ville,Brownsburg-Chatham,Quebec,45.6758,-74.4095,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092852&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2852,2021
2875,International Paper Canadian Pulp Holdings Ulc,International Paper Company,,Grande Prairie,Alberta,55.0712,-118.6912,14.39,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092875&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2875,2021
2924,Kamloops Mill (Sfo),Domtar Inc.,,Kamloops,British Columbia,50.6861,-120.4037,16.6,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092924&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2924,2021
2938,Société en Commandite Revenu Noranda - Valleyfield,Société en Commandite Revenu Noranda,,Salaberry de Valleyfield,Quebec,45.2283,-74.0981,870.5,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092938&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2938,2021
2948,Site de Témiscaming,Rayonier A.M. Canada G.P.,,Témiscaming,Quebec,46.7111,-79.0967,10.56,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092948&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2948,2021
2984,Hamilton,Stelco Inc.,,Hamilton,Ontario,43.26438,-79.82723,27.48,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092984&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2984,2021
2986,Arcelormittal Contrecoeur Ouest,Arcelormittal Produits Longs Canada S.E.N.C,,Contrecoeur,Quebec,45.8206,-73.2661,1 488.16,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092986&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2986,2021
2989,"Uniboard Canada Inc, Usine Sayabec",Uniboard Canada Inc,,Sayabec,Quebec,48.5675,-67.6767,77.3,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092989&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2989,2021
2991,"Hinton Pulp, A Division of West Fraser Mills Ltd.",West Fraser Mills Ltd.,,Hinton,Alberta,53.4133,-117.5706,6.9,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=092991&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/2991,2021
3048,Thunder Bay Generating Station,Ontario Power Generation Inc.,920 108th Avenue,Thunder Bay,Ontario,48.3592,-89.2219,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093048&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3048,2021
3071,Sarnia Refinery,Suncor Energy Products Partnership,,Sarnia,Ontario,42.9306,-82.4433,3.67,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093071&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3071,2021
3140,Usine de la Tuque,Compagnie Westrock du Canada Corp.,,La Tuque,Quebec,47.45,-72.7917,5.99,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093140&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3140,2021
3147,Chalk River Laboratories,Canadian Nuclear Laboratories,,Chalk River,Ontario,46.0554,-77.3628,0.08,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093147&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3147,2021
3158,Valbruna Asw Inc.,Valbruna Asw Inc.,,Welland,Ontario,42.999,-79.2356,52.4,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093158&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3158,2021
3185,Espanola Mill,Domtar Inc.,,Espanola,Ontario,46.2681,-81.7683,9.13,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093185&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3185,2021
3197,Williams Mine,Williams Operating Corporation,,Marathon,Ontario,48.6942,-85.9188,49.87,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093197&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3197,2021
3238,Atikokan Generating Station,Ontario Power Generation Inc.,,Atikokan,Ontario,48.8361,-91.5656,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093238&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3238,2021
3242,Fibrek Senc,Fibrek S.E.N.C.,,St-Félicien,Quebec,48.6667,-72.4583,16.54,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093242&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3242,2021
3279,Veoneer Canada Inc.,Veoneer Canada Inc.,,Markham,Ontario,43.8344,-79.318,0.05,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093279&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3279,2021
3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,,Logan Lake,British Columbia,50.4742,-121.027,1.33,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093356&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3356,2021
3394,Irving Paper,Irving Paper Limited,,Saint John,New Brunswick,45.2788,-66.0249,0.5,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093394&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3394,2021
3414,Hbms Flin Flon Metallurgical Complex,Hudbay Minerals,,Flin Flon,Manitoba,54.771,-101.884,27.03,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093414&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3414,2021
3424,Daam Galvanizing - Edmonton,Daam Galvanizing Co Ltd.,,Edmonton,Alberta,53.533,-113.4115,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093424&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3424,2021
3430,Brampton Site,Chromaflo Technologies Canada Inc,235 Orenda Road,Brampton,Ontario,43.6963,-79.7234,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093430&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3430,2021
3464,Lorama Group Inc. (Rexdale),Lorama Group Inc,30 Bethridge Road,Toronto,Ontario,43.709,-79.5714,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093464&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3464,2021
3475,Canadian General-Tower Ltd.,Canadian General-Tower Ltd.,,Cambridge,Ontario,43.3457,-80.3178,0.06,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093475&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3475,2021
3541,Picton Plant,Lehigh Hanson Materials Limited,,Picton,Ontario,44.0553,-77.1222,0.04,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093541&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3541,2021
3571,Station d'Épuration des Eaux Usées Jean-R.-Marcotte,Ville de Montreal,,Montréal,Quebec,45.6722,-73.525,11.2,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093571&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3571,2021
3610,Prince Albert Pulp Inc,Prince Albert Pulp Inc.,55 Highway,Prince Albert,Saskatchewan,53.25862,-105.554176,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093610&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3610,2021
3623,Glencore Canada Corporation - Fonderie Horne,Glencore Canada Corporation,,Rouyn-Noranda,Quebec,48.2542,-79.0167,54 515.95,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093623&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3623,2021
3649,Arcelormittal Contrecoeur Est,Arcelormittal Produits Longs Canada S.E.N.C,,Contrecoeur,Quebec,45.833684,-73.261054,1 049.01,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093649&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3649,2021
3653,Arcelormittal Saint-Patrick,Arcelormittal Produits Longs Canada S.E.N.C,,Montréal,Quebec,45.459107,-73.605684,69.82,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093653&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3653,2021
3683,Port Weller Wastewater Treatment Plant,Regional Municipality of Niagara,,St. Catharines,Ontario,43.2251,-79.219,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093683&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3683,2021
3698,Dartmouth Marine Terminal,Imperial Oil,,Dartmouth,Nova Scotia,44.641,-63.5384,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093698&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3698,2021
3701,Imperial Oil Nanticoke Refinery,Imperial Oil,,Nanticoke,Ontario,42.8375,-80.0517,21.93,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093701&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3701,2021
3704,Sarnia Refinery Plant,Imperial Oil,,Sarnia,Ontario,42.9542,-82.4158,31.2,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093704&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3704,2021
3707,"Imperial Oil, Strathcona Refinery",Imperial Oil,,Edmonton,Alberta,53.5417,-113.3917,142.2,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093707&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3707,2021
3713,Arcelormittal Dofasco,Arcelormittal Canada Mp Inc. and Arcelormittal Canada Inc. P,,Hamilton,Ontario,43.2597,-79.8111,311.21,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093713&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3713,2021
3802,Trail Operations,Teck Metals Ltd.,,Trail,British Columbia,49.0999,-117.7178,669.25,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093802&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3802,2021
3803,G.E. Booth (Lakeview) Wastewater Treatment Facility,Ontario Clean Water Agency,,Mississauga,Ontario,43.5784,-79.5476,0.49,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093803&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3803,2021
3810,Mcewen Ontario Black Fox Mine,Mcewen Ontario,,Matheson,Ontario,48.5344,-80.3416,0.14,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093810&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3810,2021
3812,Sivaco Québec,Groupe des Tréfileries Sivaco 2004,,Marieville,Quebec,45.429756,-73.167875,25.67,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093812&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3812,2021
3824,"Gerdau Ameristeel Corporation, Whitby Mill",Gerdau Ameristeel Corporation,,Whitby,Ontario,43.8578,-78.9097,474.73,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093824&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3824,2021
3845,Oregon Tool Canada,Oregon Tool Canada Ltd.,,Guelph,Ontario,43.5575,-80.2834,0.22,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093845&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3845,2021
3855,Lake Erie,Stelco Inc.,2330 Regional #3 Road,Haldimand County,Ontario,42.81,-80.0967,35.15,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093855&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3855,2021
3875,"Cascades East Angus, Une Division de Cascades Canada Ulc",Cascades Canada ULC.,248 Warner,East Angus,Quebec,45.4827,-71.664,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093875&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3875,2021
3889,Mississauga Location,Samuel Strapping Systems,2370 Dixie Road,Mississauga,Ontario,43.6029,-79.5785,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093889&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3889,2021
3897,Raffinerie de Montreal,Suncor Energy Products Partnership,,Montreal,Quebec,45.6417,-73.5167,22.25,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093897&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3897,2021
3903,Edmonton Refinery,Suncor Energy Products Partnership,,Sherwood Park,Alberta,53.5505,-113.3589,32.43,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093903&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3903,2021
3905,Burrard Products Terminal,Suncor Energy Inc.,,Port Moody,British Columbia,49.27958,-122.884353,0.04,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093905&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3905,2021
3916,"Glencore Canada Corporation, Ccr Refinery",Glencore Canada Corporation,,Montréal-Est,Quebec,45.6283,-73.5125,144.64,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093916&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3916,2021
3927,Rollstamp - 254 Centre Street,Magna Exteriors Inc.,,Richmond Hill,Ontario,43.8771,-79.4267,0.01,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093927&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3927,2021
3928,Raffinerie Jean-Gaulin,Valero Energy Inc.,,Lévis,Quebec,46.7592,-71.1914,44.03,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093928&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3928,2021
3962,Sarnia Manufacturing Centre,Shell Canada Products,,Corunna,Ontario,42.9025,-82.4511,15.25,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093962&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3962,2021
3991,Precious Metals Division,Asahi Refining Canada Limited,,Brampton,Ontario,43.6912,-79.7219,4.33,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093991&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3991,2021
3992,Lingan Generating Station,Nova Scotia Power Incorporated,,Lingan,Nova Scotia,46.2358,-60.0386,12.38,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093992&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3992,2021
3994,Point Tupper Generating Station,Nova Scotia Power Incorporated,,Port Hawkesbury,Nova Scotia,45.5872,-61.3489,0.9,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093994&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3994,2021
3996,Trenton Generating Station,Nova Scotia Power Incorporated,1 Power Plant Road,Trenton,Nova Scotia,45.6202,-62.6498,7.35,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=093996&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/3996,2021
4000,Point Aconi Generating Station,Nova Scotia Power Incorporated,,Point Aconi,Nova Scotia,46.3225,-60.3039,0.43,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094000&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4000,2021
4024,Brunswick Smelter,Glencore Canada Corporation,692 Main Street,Belledune,New Brunswick,47.8992,-65.8339,625,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094024&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4024,2021
4045,Arcelormittal Long Products Canada - Hamilton East,Arcelormittal Long Products Canada G.P.,,Hamilton,Ontario,43.2625,-79.7857,51.31,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094045&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4045,2021
4048,Co-Op Refinery Complex,Consumers' Co-Operative Refineries Limited,,Regina,Saskatchewan,50.4843,-104.5794,73.6,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094048&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4048,2021
4063,Prince George Pulp and Paper and Intercontinental Pulp Mills,Canfor Pulp Ltd.,,Prince George,British Columbia,53.925,-122.6944,18.82,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094063&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4063,2021
4068,Usine de Québec,Stadacona WB S.E.C.,,Québec,Quebec,46.8242,-71.2153,9.62,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094068&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4068,2021
4101,Irving Oil Refinery,Irving Oil Refining G.P.,,Saint John,New Brunswick,45.2838,-66.0102,36.75,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094101&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4101,2021
4169,"Gerdau Ameristeel Corporation, Cambridge Mill",Gerdau Ameristeel Corporation,,Cambridge,Ontario,43.3712,-80.2791,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094169&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4169,2021
4307,Bekaert Canada - Surrey,Bekaert Canada Ltd.,11041 Elevator Road,Surrey,British Columbia,49.18086,-122.91516,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094307&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4307,2021
4316,Narl Refining Lp,North Atlantic Refinery,,Come By Chance,Newfoundland and Labrador,47.798,-53.9938,0.36,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094316&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4316,2021
4317,Brookfield Cement Plant,Lafarge Canada Inc.,,Brookfield,Nova Scotia,45.2393,-63.3347,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094317&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4317,2021
4330,Fonderie Bibby Ste-Croix,Canada Pipe Co Ltd,,Sainte-Croix,Quebec,46.6236,-71.7361,34.93,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094330&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4330,2021
4331,Fonderie Laperle,Canada Pipe Co Ltd,,Saint-Ours,Quebec,45.8947,-73.1387,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094331&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4331,2021
4358,Orangeville Compound,Geon Performance Solutions,,Orangeville,Ontario,43.9123,-80.113,-,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094358&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4358,2021
4388,General Dynamics Ots-Canada (Usine de le Gardeur),General Dynamics Ordnance and Tactical Systems-Canada,,Repentigny,Quebec,45.748609,-73.480763,10.16,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094388&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4388,2021
4389,General Dynamics Ots-Canada (Usine de St-Augustin),General Dynamics Ordnance and Tactical Systems-Canada,,St-Augustin-de-Desmaures,Quebec,46.752739,-71.43523,0,kilograms (kg),"http://indicators-map.canada.ca/App/Detail?id=094389&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/4389,2021
